No.,Company Name,Country,Industry,Published Year,Last Revised,Link,Document Name,Main Text,Comment
7,Cisco,United States of America,Software,,,https://www.cisco.com/c/dam/en_us/about/doing_business/trust-center/docs/cisco-responsible-artificial-intelligence-framework.pdf,The Cisco Responsible AI Framework,"The Cisco Responsible
AI Framework
Security by Design / Human Rights by Design / Privacy by
Design for personal data and consequential decisions
At Cisco, we appreciate that Artificial Intelligence (AI) can be leveraged to power an inclusive future for all.
We also recognize that by applying this technology, we have a responsibility to mitigate potential harm. That
is why we have developed a Responsible AI Framework based on six principles of Transparency, Fairness,
Accountability, Privacy, Security and Reliability.
We translate these principles into controls that can be applied to model creation and the selection of
training data with Security by Design, Privacy by Design, and Human Rights by Design processes embedded
throughout the model’s lifecycle and its application in products, services, and enterprise operations. 
The Responsible AI Framework
Guidance and Oversight • Establishes a Responsible AI Committee of senior executives across Cisco business
units, sales, privacy, security, human rights, legal, government affairs, human
resources, and other functions.
• Advises Cisco on responsible AI practices and oversees Responsible AI Framework
adoption.
• Reviews sensitive or high-risk uses of AI proposed by our business units and
incident reports of bias or discrimination.
Controls • Embeds security, privacy, and human rights processes into AI design as part of
the existing Cisco Secure Development Lifecycle.
• Assesses AI functions for models and data directly involved in decisions that could
have adverse legal or human rights impact. 
• Applies controls to reduce risk of AI harm by focusing on areas like unintended bias
mitigation, model monitoring, fairness, and transparency.
Incident Management • Leverages security, data breach, and privacy incident response system to manage
reported AI incidents involving bias and discrimination.
• Assigns and reports incidents to the Responsible AI Incident Response Team to
analyze and engage relevant team for resolution.
• Tracks and reports AI incidents to governance board and reports findings and
remediation steps to the original submitter or a broader group of stakeholders,
customers, employees, and partners.
 Industry Leadership • Embeds Responsible AI as a focus area for incubation of new technology across Cisco.
• Engages with industry innovation providers focused on delivering Responsible AI.
• Participates proactively in industry forums to advance Responsible AI, including the
Centre for Information Policy Leadership, Equal AI, and the Business Roundtable on
Human Rights and AI.
 External Engagement • Works with governments to understand global perspectives on AI’s benefits and risks.
• Monitors, tracks, and influences AI-related legislation, emerging policy, and
regulations.
• Partners with and sponsors cutting-edge research institutions, exploring the
intersection of ethics and AI from technical, organizational, social, and design
perspectives.
Cisco is committed to continuing internal focus and collaboration with our external partners and stakeholders
to improve our collective understanding of the societal and human rights impact of AI. We work to continuously
improve our framework to support fair, explainable, and transparent results of the AI systems we develop and use.
Learn more about our approach to Responsible AI at the Cisco Trust Center.",
8,Facebook,United States of America,Software,06-22-2022,06-22-2022,https://ai.facebook.com/blog/facebooks-five-pillars-of-responsible-ai/,Facebook’s five pillars of Responsible AI,"Facebook’s five pillars of Responsible AI
AI today is a core component of a vast range of technology used by billions of people around the world. Here at Facebook, it is part of systems that do everything from ranking posts in your News Feed to tackling hate speech and misinformation to responding to the COVID-19 pandemic. But, as with other emerging technologies, AI also raises many hard questions around issues such as privacy, fairness, accountability, and transparency.

The challenges raised by AI are new territory for everyone, so standards are still emerging and we admittedly don’t yet have all the answers to these important questions. We at Facebook — and we as a society — are at the beginning rather than the end of our Responsible AI journey, and finding the right approaches and then scaling them across Facebook’s large family of products and features will take time. But we recognize how important these issues are, and we’re committed to addressing them in an open and collaborative way.

That’s why Facebook created a dedicated, cross-disciplinary Responsible AI (RAI) team within its AI organization, much like we have previously invested in a dedicated Privacy team to lead our data privacy efforts and Integrity teams to enforce the policies that keep people safe on our platforms. Along with many others working across the company’s different product organizations, the RAI team is building and testing approaches to help ensure that our machine learning (ML) systems are designed and used responsibly. We are doing so with the benefit of regular consultation and collaboration with outside experts and regulators, and in line with RAI’s overall goal of ensuring that AI at Facebook benefits people and society.

It’s encouraging to see the growing momentum among governments, industry experts, and others to answer these challenges collaboratively. Most notably, the European Commission in April debuted its proposal for a risk-based approach to regulating AI. We look forward to engaging with EU lawmakers, and we welcome this proposal as a first step toward AI regulation that we hope will protect people’s rights while ensuring continued innovation and economic growth. As with other emerging technologies, we believe proactive regulation of AI is necessary. And it’s particularly important to ensure that AI governance is based on foundational values of respect for human rights, democracy, and the rule of law, particularly when countries such as China are pursuing global AI superiority unrestrained by those rights and values.

Those foundational values are at the root of the wide range of principles statements that have been released around responsible AI development, most especially the European Commission’s High-Level Expert Group’s Ethics Guidelines for Trustworthy AI and the Organization for Economic Cooperation and Development’s Principles on Artificial Intelligence, which Facebook helped develop. Facebook, in turn, has organized its Responsible AI efforts around five key pillars that were heavily influenced by those principles: Privacy & Security, Fairness & Inclusion, Robustness & Safety, Transparency & Control, and Accountability & Governance.

We’re sharing new details here on our efforts inside Facebook in this crucial area, including work from our RAI team and from across the company. While much of our work is still in early stages and we have much to do, these five pillars will guide our efforts to help ensure that Facebook uses AI responsibly.

Privacy & Security
At Facebook, we believe protecting the privacy and security of people’s data is the responsibility of everyone at the company.

That’s why we have built our cross-product Privacy Review process, by which we assess privacy risks that involve the collection, use, or sharing of people’s information. The process is also designed to help identify and mitigate the privacy risks we identify, including features and products driven by AI. We recently published an in-depth progress update on our company-wide privacy efforts, going into greater detail about our review process and the eight core Privacy Expectations that serve as its foundation.

Over the next several years, we’ll leverage the centralized tools we’ve developed to help manage the Privacy Review process to support continued investment in infrastructure improvements that will systematize the process of enforcing our privacy decisions. These changes will move more human-driven processes to automated ones that will make it easier to consistently enforce our privacy commitments across our products and services, including those driven by AI.

Additionally, in order to standardize the data flow and the development of AI for production purposes, we are unifying AI systems into one platform and ecosystem that will support all teams across the company. With a single platform, we can quickly and responsibly evolve models that perform countless inference operations every day for the billions of people that use our technologies.

Of course, AI can raise novel privacy and security concerns that go beyond questions of data infrastructure. In particular, face and speech recognition and other AI-driven technologies that make use of sensitive information have driven a great deal of privacy concern among policymakers and the public. That’s why we ask people eligible for Face Recognition to affirmatively turn it on before we recognize them, and provide clear controls to turn it off. Similarly, we allow people to turn off storage of voice interactions on their Portal devices. When stored, voice interactions improve our speech recognition algorithms, and we take strict steps to protect people’s privacy when our review team transcribes those interactions.

AI can also create new opportunities for protecting privacy, which is why we are heavily investing in research around privacy-preserving machine learning technologies like differential privacy, federated learning, and encrypted computation — and teaching the AI community how to deploy them. Our goal is to leverage this research to make our products work better for people while collecting less data and better protecting the data that we do collect. For example, the computer vision processing that allows Portal’s Smart Camera to accurately focus on people in the camera frame happens on the device. We are also publicly sharing the fruits of our research in the form of AI privacy resources like CrypTen, a tool to help researchers who aren’t cryptography experts easily experiment with ML models using secure computing techniques, and Opacus, an open source library for training ML models with differential privacy, to help advance the state of the art and improve AI privacy across the industry.

Fairness & Inclusion
At Facebook, we believe that our products should treat everyone fairly and work equally well for all people, which is why Fairness is one of the core Privacy Expectations that help guide the above mentioned Privacy Review process.

In the context of AI, our Responsible AI team has developed and is continually improving our Fairness Flow tools and processes to help our ML engineers detect certain forms of potential statistical bias in certain types of AI models and labels commonly used at Facebook, as described in our recent academic paper, with a goal of eventually scaling similar measurement to all our AI products.

The RAI team has also developed a framework for evaluating the fairness maturity of our products that is now beginning to be incorporated into the goals of all the product teams in our Facebook AI organization, and we aim to eventually require similar goals for all our product teams across the company. To help product teams formulate and meet those goals, we’ve established a multidisciplinary team of experts to offer targeted Fairness Consultations about specific products.

One fairness effort that we’re particularly proud of is our work to help ensure that the AI-driven Portal Smart Camera accurately focuses on people on-camera regardless of apparent skin tone or gender presentation. This foundational fairness work has helped inform computer vision efforts across a range of our products, and we recently released our Casual Conversations data set, composed of over 45,000 videos designed to similarly help researchers evaluate their computer vision and audio models for accuracy across a diverse set of ages, genders, apparent skin tones, and ambient lighting conditions.

Measurement is important, but fairness in AI can’t simply be reduced to a number or a checklist or a mathematical definition. What “fairness” means will often be unclear and contested, and can differ based on the particular product or context at issue. To help us consider these issues from a broad range of perspectives, Facebook’s Responsible Innovation team and Diversity, Equity & Inclusion team both facilitate input from a wide range of external experts and voices from underrepresented communities. They similarly solicit input from employees with diverse lived experiences, through both a Diversity Advisory Council and an Inclusive Product Council with a diverse range of stakeholders, to advise teams about how particular communities may be impacted by their new products and how existing products might be improved.

We are also prioritizing AI Diversity & Inclusion education efforts for our AI team when hiring and training employees, and setting clear D&I expectations for our AI managers. We aim to better ensure that the people making our AI products are from as diverse a range of backgrounds and perspectives as the people using them, and that we are inclusive of a broad range of voices in our decision-making.

Robustness & Safety
At Facebook, we believe that AI systems should meet high performance standards, and should be tested to ensure they behave safely and as intended even when they are subjected to attack.

That’s why we’ve established an AI Red Team, which partners with our product teams to test how robust our AI-powered integrity systems are against adversarial threats. We are also developing new software tools for testing and improving robustness — and then sharing them with the AI research and engineering community. For example, our open source Captum library provides state-of-the-art algorithms to understand more easily and effectively which features of an AI model built with our open source PyTorch ML framework contribute to that model’s outputs. Captum helps AI developers interpret their models, benchmark their work, and improve and troubleshoot unexpected model outputs. Captum will soon include tools to help simulate adversarial attacks, much as our Red Team adversarially tests our own models. And, just last week, we released another robustness tool called AugLy, which helps teach models to be more robust in the face of perturbations of unimportant attributes of data and focus more on the important attributes of data.

In addition to contributing to outside research on robustness, we are also learning from it. For example, leveraging methodologies proposed by external experts, we’ve developed a new framework and tools to better detect and mitigate “model drift” — that is, the degradation of a model’s predictive power due to changes in the environment.

Ensuring robustness and safety is an important challenge for all companies offering AI-driven services, not just Facebook. We believe industry needs to tackle that challenge collectively, which is why we’ve released the research and tools that we have, and why we’ve invested so much in collaborative efforts around adversarial AI testing. For example, we came together with the Partnership on AI, Microsoft, leading academics, and others to create the Deepfake Detection Challenge. That competition drew more than 2,000 participants who trained their deepfake detection models using a unique new data set created by Facebook. Likewise, we created and shared a data set of more than 10,000 new multimodal examples for the Hateful Memes Challenge, a first-of-its-kind competition to help build AI models that better detect multimodal hate speech. And most recently, to further speed up innovation across the field of AI robustness testing, we hosted a virtual cross-industry event in May — the “AI Red Table” — to facilitate the sharing of best practices and learnings between AI industry leaders.

Transparency & Control
At Facebook, we believe that the people who use our products should have more transparency and control around how data about them is collected and used, which is why it is one of our eight core Privacy Expectations.

Beyond privacy, in the context of Responsible AI, we are striving to be more transparent about when and how AI systems are making decisions that impact the people who use our products, to make those decisions more explainable, and to inform people about the controls they have over how those decisions are made.

That’s why we’ve introduced a number of tools over the years to increase transparency around why people see which News Feed content and ads (Why Am I Seeing This, or WAIST, tools), and to provide additional transparency and control over the data and off-Facebook activity that may impact how we select the News Feed items and ads that we think will be most relevant to them. We are also giving people more control over how our AI systems rank content in your News Feed, including giving you more control over which favorite friends or Pages should influence your ranking, or even letting you turn off AI-driven News Feed personalization altogether.

Transparency isn’t just important for the people using our products, though. We also look forward to discussing more about how our models work with outside experts and regulators — and doing so in a way that preserves privacy and doesn’t reveal trade secrets. That is why, for example, we launched in May a new online Transparency Center, where we’ll be publishing information about the News Feed ranking process, including more information about some of the important signals in that process, as well as providing updates on significant changes to those ranking algorithms.

The Responsible AI team is also collaborating with other product teams and building on previous academic research and industry efforts to develop Facebook’s own method for creating simple, standardized documentation of our models, in a form commonly known as model cards. The Instagram Equity team has made the most progress in this effort so far, already using model cards across Instagram’s integrity systems and aiming to apply model cards to all Instagram models before the end of next year.

We are developing these approaches to model documentation in dialogue with other related efforts across the industry. For example, we support the About ML initiative at the Partnership on AI, which aims at developing industry standards in this area. We also held two workshops this spring through TTC Labs to bring together AI designers and AI policy experts to help chart the future of AI model documentation.

We understand that experts, regulators, and everyday people all are eager to more easily understand why AI systems make the decisions they make. There are many challenges in explaining the predictions of complex AI systems, but we are working to push the limits, including with interpretability software such as Captum. Although work in this area is still in its infancy, our hope is that ultimately we will be able to build an integrated transparency solution that can automatically feed information from internal documentation efforts like model cards into new transparency features and controls for the people using our products.

Accountability & Governance
At Facebook, we believe in building reliable processes to ensure accountability for our AI systems and the decisions they make.

This requires building governance systems to ensure that our AI systems are performing to high standards, to satisfy external expectations and internal best practices, and to identify and mitigate any potential negative impacts those systems might pose. It also means making sure that wherever necessary or appropriate, humans are able to monitor these systems and intervene when necessary.

That’s why we’re doing the work described in this blog post, from investing in our Privacy Review efforts, to developing approaches and tools to improve our understanding and ability to address concerns about our AI systems, to increasing transparency and control around our AI products and features. And that’s why, except for removals of some content posing extreme safety concerns, we give people a way to appeal and seek additional human review of a broad range of content-takedown decisions, which are sometimes first made with the assistance of AI systems. We hold ourselves accountable through quarterly Community Standards Enforcement Reports and through an independent Oversight Board that considers further appeals of both removal and nonremoval of content and makes binding rulings around our most difficult and important content decisions.

We also recognize that quickly evolving technologies like AI can raise new and unanticipated issues, so we must continually improve our processes for identifying and mitigating negative impacts. To help address potential harms early in the product cycle, Facebook’s Responsible Innovation team provides foresight workshops, office hours, and extended collaborations to help product teams identify and brainstorm solutions to a wide range of individual and societal risks. Meanwhile, the Responsible AI team has begun developing its own AI-specific impact assessment framework that we hope will complement our existing launch review processes. We understand the importance of thinking holistically about how our AI products affect society, and we’re continually experimenting with new ways to educate and inspire our engineers to consider the big picture and weigh the long-term impact of their work.

Collaborating on the future of Responsible AI
Because this is still a relatively new field, there are not yet clearly defined standards and processes for AI governance and for assessing potential negative AI-related impacts. We — not just Facebook but also the tech industry, the AI research community, policymakers, advocacy groups, and others — need to collaborate on figuring out how to make AI impact assessment work at scale, based on clear and reasonable standards, so that we can identify and address potential negative AI-related impacts while still creating new AI-powered products that will benefit us all. We must similarly collaborate on developing basic practical standards around AI fairness, privacy, robustness, and transparency before they are codified into law.

That’s why we are prioritizing a broad range of collaborative research around AI best practices. For example, we’re actively participating in efforts to establish clear AI principles and best practices, including collaborating with the OECD’s new AI Observatory project to study and disseminate emerging best practices that are in line with its 2019 AI principles. Through our recently launched Open Loop partnership, we’re building innovative “policy prototyping” projects for testing new potential AI policy requirements with regulators and startups before they become law, to ensure that they are both practical and impactful; we have already launched projects in Europe, Asia, and Latin America, with more to come. We’re funding a global effort to solicit diverse academic research on AI ethics issues, supporting projects in Asia, Africa, and Latin America and providing foundational support for an independent Institute for Ethics in Artificial Intelligence at the Technical University of Munich. And we’re a founding partner in the Partnership on AI, the premier cross-industry, cross-civil-society multistakeholder forum for collaboratively developing AI best practices.

Of course, the people who use our products and services are another key stakeholder in how we chart our course around Responsible AI, and their lived experiences are another critical form of feedback to factor into our thinking. That’s why we have an integrated user research practice that allows us to better understand the core needs of the people using our products and help ensure that we are building technology and experiences that benefit people, society, and the world.

Maintaining a focus on the needs of the people using our products while working together across governments, industries, and broader AI expert communities in academia and civil society, Facebook aims to help chart a course for the future of Responsible AI development that leads to a safer, fairer, and more prosperous society for all. We look forward to that journey and to sharing more about our own Responsible AI practices as they evolve and grow.",
9,FUJIFILM,Japan,Hardware,12-01-2022,12-01-2022,https://holdings.fujifilm.com/en/sustainability/vision/policy/ai,Fujifilm Group AI Policy,"Fujifilm Group AI Policy
The Fujifilm Group’s corporate philosophy is to contribute to the advancement of culture, science, technology and industry, as well as improved health and environmental protection in society, thereby helping enhance the quality of life of people worldwide. In line with this philosophy, we are combining AI (Artificial Intelligence) with our advanced proprietary technologies, nurtured in a variety of business fields, to create new value, bringing greater comfort and convenience to people’s lives and resolving various issues faced by society.
We recognize that AI, which is still under development, is capable of delivering a wide range of benefits, but contains a number of issues that must also be taken into account, including ethical issues. The rapid advancement of AI technology is also altering social norms and values. Under Fujifilm’s open, fair and clear corporate culture, as defined in the Group’s Vision, we continue to focus on earnest discussions and collaborations with internal and external stakeholders to build mutual trust, and will take on challenges to deliver values that can be created with AI. The Fujifilm Group aims to leverage AI technology to contribute to building a better society, based on the policy set forth below.
1．Accelerating New Value Creation
In its efforts to bring about safe, robust and easy-to-use products and services, the Fujifilm Group will actively promote the use of AI to ensure that more and more people can enjoy the benefits of AI technology. By promoting the integration of AI into the advanced proprietary technologies the Group has developed, and through co-creation with external partners, the Fujifilm Group will generate new values in a speedy manner to lead the world in resolving societal issues in healthcare and a wide range of other fields. We will also actively utilize AI in various work processes including R&D and production in company-wide efforts to streamline operations and rapidly deliver values to meet societal expectations.
2．Respecting Human Rights
The Fujifilm Group recognizes not only the potential benefits that the advancement of AI technology could bring but also bias, lack of fairness, discrimination and other risks that could occur through the use of AI. We believe that the use of AI be strictly monitored to ensure that dependence on AI does not lead to restrictions or denial of human dignity, ability and potential, or pose a threat to human lives or physical health and wellbeing. The Fujifilm Group will work on developing and supplying products and services that respect basic human rights, preventing the abuse or misuse of AI that could lead to such risks, be it intentional or incidental.
3．Ensuring Fair and Appropriate Use of AI
The Fujifilm Group recognizes that the use of AI has the capacity to create bias on data and algorithms that are used as sources of information for AI. In order to ensure fairness and appropriate application of the scope and methods involved in the use of AI, we will anticipate possible scenarios that could occur through diverse use of AI in the development and supply of products and services that employ AI, while developing an internal structure for appropriate verification. We will also constantly review the scope of our use of AI in line with the advancement of AI technology.
4．Managing Information Security
The Fujifilm Group recognizes the possibility that data collected and utilized in AI use could affect the rights and interests of individuals and organizations. We therefore continue to work on securing privacy and security to ensure that data is used appropriately. With respect to the handling of personal information, the Fujifilm Group will apply its privacy policy to ensure appropriate management and administration.
5．Ensuring Transparency
The Fujifilm Group endeavors to maintain appropriate communication in good faith to fulfill its accountability in relation to the use of AI. Through such communications to ensure transparency, we will strive to gain a high level of trust from our stakeholders, which will lead to further enhancing the accuracy of data to be obtained and thus developing more desirable products and services that utilize AI.
6．Developing Human Resource
To actively promote the use of AI, the Fujifilm Group provides in-house AI literacy education and training for human resource development, targeting researchers, developers and a wide range of other staff. We aim to foster human resources that possess a comprehensive understanding of the benefits and risks of AI use, and are capable of using AI to take on new challenges to enable the Fujifilm Group to deliver products and services that prove to be truly useful to society.",
10,Fujitsu Ltd.,Japan,Hardware,03-01-2019,03-01-2019,https://www.fujitsu.com/global/documents/about/csr/humanrights/fujitsu-group-ai-commitment-201903_en.pdf,Fujitsu Group AI Commitment,"Fujitsu Group AI Commitment
Progress and innovation in the realm of advancing information and communication technologies
(ICT), especially artificial intelligence (AI), are dramatically changing the way and the society we
live in. By analyzing enormous amount of data arising continuously, we are finding new ways of
helping to transform industries such as manufacturing, finance, healthcare, transportation, logistics
and agriculture, and working to resolve environmental issues such as water shortage, global
warming and desertification.
Meanwhile, there are some questions and concerns about unanticipated side effects including
discrimination. Fujitsu Group (Fujitsu) desires to build a more prosperous and better tomorrow
where human dignity is respected. We, as a developer and provider of AI solutions, firmly believe
it crucial to find the way to use AI not only for convenience in life but also safety and security in use.
In 2009, Fujitsu has promoted a concept: “Human Centric”, where ICT is centered on people.
Moreover, in 2015, Fujitsu enhanced its concept for AI: Human Centric AI which autonomously
collaborates with people. The concept already included ethical value around the use of AI. In order
to turn Fujitsu‘s vision and concept of Human Centric AI into action, we hereby establish the “Fujitsu
Group AI Commitment” as our core principles. With this commitment, Fujitsu, as a developer and
a provider of AI solutions, continues to be the most reliable business partner to support enterprises
business transformation. We will continue the dialogue with our customers, their customers (enduser) and other stakeholders including external experts and then make prosperity brought by AI
spread widely to the world. Furthermore, we will establish a new special committee including
external experts to survey this commitment. We believe its objective opinion will strengthen our
corporate governance.
1. Provide value to customers and society with AI:
Fujitsu and its whole global group companies respect co-creation with customers by using
emerging technologies. We are working together with customers for their prosperous tomorrow.
At the same time, we consider impacts to end-users and society brought by continuously
evolving AI.
2. Strive for Human Centric AI:
Fujitsu, advocating “Human Centric AI”, treats people as ends in themselves, not as means.
To achieve this objective, Fujitsu, respecting diversity and inclusion, commits to use AI as a
tool to support people’s desire to seek prosperity and contribution for society. As part of this
effort, Fujitsu will seek trustworthy AI through considering fairness and safety to prevent
discrimination and harm.
3. Strive for a sustainable society with AI:
Fujitsu has been strongly committed to Sustainable Development Goals (SDGs). Fujitsu
challenges various social issues and environmental issues and thus contribute for building
better society and long term business success of our customers.
4. Strive for AI that respects and supports people’s decision making:
Fujitsu believes it is crucial to protect the intrinsic value of human choice on suggestions and
results brought by AI. To this end, Fujitsu will strive for designing and developing AI that can
explain key reasons for why it makes specific recommendations so that humans can make
informed decisions based on such AI.
5. As corporate responsibility, emphasize transparency and accountability for AI:
As an information and communication technology provider responsible for reliability of
infrastructure systems, Fujitsu understands it is critical to avoid serious consequences which
can be caused by AI operated in unexpected conditions. To this end, Fujitsu commits to
leverage its accumulated experience and know how to develop and constantly improve
reliability of AI. Moreover, preparing for the unlikely event of serious consequences occurring,
Fujitsu will seek appropriate measures to track the causes and effects of any such situation.",Relevant Page: https://www.fujitsu.com/global/about/research/technology/aiethics/
11,Hewlett Packard Enterprise,United States of America,Hardware,,,https://www.hpe.com/us/en/solutions/artificial-intelligence/ethics.html,HPE AI ETHICS AND PRINCIPLES,"HPE SUPPORTS AI ETHICS FOR GOOD
Artificial Intelligence (AI) is a powerful, transformative technology that can amplify human capabilities, but also presents risks. Investing in AI ethics and its principles is a responsibility that HPE takes seriously, and we believe in ethical and responsible AI principles:
AI privacy-enabled security
Respect individuals privacy, be secure and minimize the risk of errors and unintended, malicious use.
AI human focused principle
Respect human rights and be designed with mechanisms and safeguards, such as human oversight to prevent misuse.
AI inclusivity principle
Be inclusive, minimize harmful bias, ensure fair and equal treatment and access for individuals.
AI robust principle
Be engineered to build in quality testing, include safeguards to maintain functionality, and minimize misuse and impact of failure.
Responsible AI
Be designed to enable responsible and accountable use, allow an understanding of AI and for outcomes to be challenged.",Blog: https://www.hpe.com/us/en/newsroom/blog-post/2021/04/innovation-in-the-ethics-of-ai-at-hpe.html
12,HP,United States of America,Computer,,,https://www.hpe.com/us/en/solutions/artificial-intelligence/ethics.html,HPE AI ETHICS AND PRINCIPLES,"HPE SUPPORTS AI ETHICS FOR GOOD
Artificial Intelligence (AI) is a powerful, transformative technology that can amplify human capabilities, but also presents risks. Investing in AI ethics and its principles is a responsibility that HPE takes seriously, and we believe in ethical and responsible AI principles:
AI privacy-enabled security
Respect individuals privacy, be secure and minimize the risk of errors and unintended, malicious use.
AI human focused principle
Respect human rights and be designed with mechanisms and safeguards, such as human oversight to prevent misuse.
AI inclusivity principle
Be inclusive, minimize harmful bias, ensure fair and equal treatment and access for individuals.
AI robust principle
Be engineered to build in quality testing, include safeguards to maintain functionality, and minimize misuse and impact of failure.
Responsible AI
Be designed to enable responsible and accountable use, allow an understanding of AI and for outcomes to be challenged.",
13,IBM,United States of America,Consulting,,,https://www.ibm.com/policy/wp-content/uploads/2022/04/IBM-2020-Public-Policy-and-Legislative-Priorities-2.pdf,IBM's Principles of Trust and Transparency here.,"innovation and protect consumers by regulating AI based on use-cases and end users, rather than the underlying
technology. We support policies that advance the five business imperatives that we have called for in our IBM Policy
Lab piece - having an AI ethics official; different rules for different risks; don’t hide your AI, and test your AI. That is
why we supported the National AI Initiative Act which directs NIST to develop an accountability framework to
advance explainable fair and trustworthy AI.
Contact: Ryan Hagemann, Ryan.Hagemann@ibm.com & Kevin Walsh, kevin.j.walsh@ibm.com",
14,Infosys,India,Consulting,,,https://www.infosys.com/content/dam/infosys-web/en/techcompass/responsible-ai.html,Responsible AI,"Trend 13: AI ethics throughout the development lifecycle
Responsible AI concepts should be factored in from the beginning to ensure the business stays out of any AI ethics and bias issues. Explainability is one such critical concept. The design and development teams should be aware and informed of every step in the AI lifecycle to answer any related questions, providing all information AI users would seek to understand how and why the system made a decision. This way, an organization can remain clear of adverse ethical issues and maintain customer trust.

These scenarios demand efficient tools to make AI systems more transparent and interpretable, ensuring trust, fairness, transparency, reliability, and auditability. AI models should adhere to the following principles:

Purposeful: An AI system should be designed with empathy and follow a human-centric approach with socially responsible use cases. For example, consider user preferences and behavior to provide recommendations.
Ethical: Models should comply with legal and social structures and be designed with high-cost functions that prevent unethical behavior. There should be transparency in data and models.
Human reviewed: Although AI models are built to operate independently without human interference, human dependency is a necessity in some cases. For example, in fraud detection or cases where law enforcement is involved, human supervision is required to review decisions made by AI models.
Bias detection: An unbiased dataset is an important prerequisite for reliable and nondiscriminatory predictions. AI models are being used for credit scoring by banks, resume shortlisting, and in some judicial systems. However, some datasets were found with an inherent bias toward color, age, and/or sex.
Explainable: Models should enable easy interpretation of results such as predictions, recommendations, etc. Explainable AI helps understand the decision-making process of AI systems and recognize which features of the given input are emphasized while making predictions.
Accountable: Models should use telemetry for auditing all human and machine actions. There should be data lineage for traceability, and all models/datasets should be version controlled.
Reproductive: The ML model should be consistent when giving predictions. Many practitioners think that explainable AI (XAI) is applied only at the output stage, but the role of XAI is throughout the whole AI lifecycle.
Thus, consistent and continuous governance can make AI systems understandable and resilient in various situations.",Relevant Page: https://www.infosys.com/ai/ai-applied/responsible-adoption.pdf
15,Intel,United States of America,Hardware,,,https://www.intel.com/content/www/us/en/artificial-intelligence/responsible-ai.html,Responsible AI Pillars,"Intel is committed to advancing AI technology responsibly. We do this by utilizing rigorous, multidisciplinary review processes throughout the development lifecycle, establishing diverse development teams to reduce biases, and collaborating with industry partners to mitigate potentially harmful uses of AI. We are committed to implementing leading processes founded on international standards and industry best practices. AI has come a long way but there is still so much more to be discovered, as technology evolves. We are continuously finding ways to use this technology to drive positive change and better mitigate risks. We continue to collaborate with academia and industry partners to advance research in this area while also evolving our platforms to make responsible AI solutions computationally tractable and efficient.",Relevant Page: https://www.intel.com/content/www/us/en/artificial-intelligence/ai4socialgood.html
16,Leidos,United States of America,Software,,,https://www.leidos.com/enabling-technologies/artificial-intelligence-machine-learning,Trusted AI/ML,"We deliver trusted artificial intelligence and machine learning (AI/ML) solutions that provide real and immediate value. Our cutting-edge technology makes AI/ML algorithms trustworthy, resilient, and secure. When combined with tools that provide transparency and eliminate bias, we offer mission-focused AI/ML solutions that are trusted and valued by customers and built on our deep experience.",
